date,symbol,entry_ts,exit_ts,entry_px,exit_px,shares,position_usd,pnl,ret_pct,equity_after,rvol
2024-12-10,GXAI,2024-12-10 15:57:10,2024-12-10 20:50:00,5.9094,5.7504,3384.4384,20000.0,-555.09,-2.6908,698045.89,5.13
2024-12-18,XCH,2024-12-18 14:41:52,2024-12-18 20:50:00,25.1903,2.4071,793.9556,20000.0,-18092.87,-90.4445,679949.06,1.51
2024-12-19,NVNI,2024-12-19 15:04:12,2024-12-19 20:50:00,6.9787,26.5335,2865.8551,20000.0,56026.84,280.2058,735925.62,1.07
2024-12-19,NVNI,2024-12-19 15:17:09,2024-12-19 20:50:00,7.1868,26.5335,2782.8971,20000.0,53826.09,269.2,789751.71,2.15
2024-12-19,NVNI,2024-12-19 15:27:37,2024-12-19 20:50:00,10.7535,26.5335,1859.8596,20000.0,29339.28,146.7429,819091.0,6.99
2024-12-19,NVNI,2024-12-19 15:38:30,2024-12-19 20:50:00,16.1805,26.5335,1236.0557,20000.0,12790.7,63.9844,831881.7,7.43
2024-12-19,NVNI,2024-12-19 15:49:28,2024-12-19 20:50:00,15.276,26.5335,1309.2433,20000.0,14732.26,73.694,846613.96,4.29
2024-12-20,ZEO,2024-12-20 15:12:23,2024-12-20 20:50:00,1.6281,1.9896,12284.2577,20000.0,4379.5,22.2046,850932.04,4.36
2024-12-23,DRCT,2024-12-23 14:44:59,2024-12-23 20:50:00,39.1844,288.0281,510.4066,20000.0,127008.9,635.0573,977925.75,1.51
2024-12-23,DRCT,2024-12-23 14:50:25,2024-12-23 20:50:00,41.3457,288.0281,483.7262,20000.0,119324.34,596.6338,1097250.09,1.45
2024-12-23,DRCT,2024-12-23 15:01:31,2024-12-23 20:50:00,43.1145,288.0281,463.8811,20000.0,113608.47,568.054,1210858.57,4.19
2024-12-23,DRCT,2024-12-23 15:10:39,2024-12-23 20:50:00,59.1442,288.0281,338.1563,20000.0,77396.83,386.9926,1288255.4,8.87
2024-12-23,DRCT,2024-12-23 15:16:43,2024-12-23 20:50:00,46.9837,288.0281,425.6791,20000.0,102605.42,513.0378,1390860.82,3.87
2024-12-23,DRCT,2024-12-23 15:24:32,2024-12-23 20:50:00,59.697,288.0281,335.0252,20000.0,76495.01,382.4834,1467355.83,4.22
2024-12-23,DRCT,2024-12-23 15:34:41,2024-12-23 20:50:00,77.9377,288.0281,256.6151,20000.0,53911.07,269.5618,1521266.9,9.22
2024-12-23,DRCT,2024-12-23 15:40:21,2024-12-23 20:50:00,88.9927,288.0281,224.7374,20000.0,44729.57,223.6535,1565996.47,1.09
2024-12-27,INTZ,2024-12-27 14:50:24,2024-12-27 20:50:00,1.4773,2.1347,13537.7534,20000.0,8830.68,44.4918,1574759.46,1.35
2024-12-30,WATT,2024-12-30 15:32:41,2024-12-30 20:50:00,54.873,74.214,364.478,20000.0,7047.55,35.2468,1581803.23,1.84
2024-12-30,WATT,2024-12-30 15:51:59,2024-12-30 20:50:00,51.255,74.214,390.2058,20000.0,8956.78,44.7937,1590760.01,1.05
2024-12-31,IZTC,2024-12-31 15:36:17,2024-12-31 20:50:00,17.9292,15.9401,1115.4987,20000.0,-2224.47,-11.0945,1588529.96,4.98
2025-01-06,MSS,2025-01-06 14:55:13,2025-01-06 20:50:00,1.3709,1.737,14588.738,20000.0,5268.37,26.7066,1593721.49,1.94
2025-01-06,BOXL,2025-01-06 15:03:37,2025-01-06 20:50:00,25.6275,46.686,780.4117,20000.0,16430.39,82.1715,1610151.88,14.13
2025-01-28,SLXN,2025-01-28 14:46:00,2025-01-28 20:50:00,18.3915,19.0024,1087.4589,20000.0,658.86,3.3215,1610805.31,1.69
2025-01-29,XFOR,2025-01-29 14:49:02,2025-01-29 20:50:00,14.7645,20.7201,1354.6047,20000.0,8060.73,40.3375,1618859.27,1.29
2025-01-31,DXF,2025-01-31 15:58:23,2025-01-31 20:50:00,46.8229,28.1454,427.141,20000.0,-7980.1,-39.8898,1615210.26,3.16
2025-01-31,DXF,2025-01-31 15:15:32,2025-01-31 20:50:00,23.125,28.1454,864.863,20000.0,4337.56,21.7094,1623190.36,1.38
2025-02-06,BOWN,2025-02-06 15:28:57,2025-02-06 20:50:00,4.5627,3.4415,4383.3695,20000.0,-4936.66,-24.5737,1610251.69,4.27
2025-02-14,INLF,2025-02-14 14:51:42,2025-02-14 20:50:00,166.1064,259.6692,120.4048,20000.0,11264.41,56.327,1621514.09,1.36
2025-02-14,INLF,2025-02-14 15:12:48,2025-02-14 20:50:00,183.8748,259.6692,108.7697,20000.0,8243.13,41.2207,1629757.22,1.48
2025-02-24,MSW,2025-02-24 15:24:14,2025-02-24 20:50:00,5.1255,5.0473,3902.0583,20000.0,-324.46,-1.5247,1629411.57,1.7
2025-02-24,RHLDV,2025-02-24 15:30:39,2025-02-24 20:50:00,59.2849,32.5484,337.3537,20000.0,-9021.35,-45.0983,1620390.22,3.64
2025-03-11,QMMM,2025-03-11 14:30:27,2025-03-11 19:50:00,1.4773,1.4065,13537.7534,20000.0,-1027.18,-4.7974,1619295.35,1.37
2025-03-20,IBO,2025-03-20 15:52:35,2025-03-20 19:50:00,1.7587,2.1945,11371.7129,20000.0,4898.37,24.7761,1633443.95,3.04
2025-03-20,IBO,2025-03-20 15:46:35,2025-03-20 19:50:00,1.5678,2.1945,12756.7292,20000.0,7930.86,39.9732,1628545.58,9.44
2025-03-20,IBO,2025-03-20 15:28:57,2025-03-20 19:50:00,2.3014,2.1945,8690.1736,20000.0,-972.86,-4.6471,1620614.73,5.46
2025-03-20,ULY,2025-03-20 14:30:42,2025-03-20 19:50:00,4.2109,4.7381,4749.5221,20000.0,2480.08,12.5191,1621587.59,4.94
2025-03-24,IMTE,2025-03-24 13:46:38,2025-03-24 19:50:00,1.1955,1.8155,16728.7303,20000.0,10286.53,51.8509,1643569.1,1.14
2025-03-24,IMTE,2025-03-24 14:12:18,2025-03-24 19:50:00,1.2864,1.8155,15547.2637,20000.0,8147.54,41.1264,1651716.64,1.06
2025-03-26,IBO,2025-03-26 14:00:17,2025-03-26 19:50:00,3.4242,2.2942,5840.7189,20000.0,-6629.13,-32.9997,1645058.31,1.35
2025-03-31,ICCT,2025-03-31 14:43:44,2025-03-31 19:50:00,1.0652,1.8753,18775.8256,20000.0,15116.43,76.0515,1659907.82,2.05
2025-03-31,ICCT,2025-03-31 14:49:10,2025-03-31 19:50:00,1.1255,1.8753,17769.8879,20000.0,13235.02,66.6194,1673142.84,1.67
2025-03-31,ICCT,2025-03-31 14:54:37,2025-03-31 19:50:00,1.2157,1.8753,16450.7709,20000.0,10767.88,54.2507,1683910.72,1.3
2025-03-31,NMAX,2025-03-31 15:47:26,2025-03-31 19:50:00,51.7675,82.0444,386.3424,20000.0,11695.29,58.4861,1695606.01,1.88
2025-04-01,BIAF,2025-04-01 14:14:53,2025-04-01 19:50:00,24.515,35.0123,815.8282,20000.0,8559.9,42.8199,1704135.69,2.9
2025-04-01,RSLS,2025-04-01 14:16:39,2025-04-01 19:50:00,95.475,174.5625,209.4789,20000.0,16566.12,82.8358,1720701.81,1.0
2025-04-01,RSLS,2025-04-01 14:32:02,2025-04-01 19:50:00,106.6305,174.5625,187.5636,20000.0,12740.57,63.7079,1733442.38,1.02
2025-04-01,RSLS,2025-04-01 15:01:24,2025-04-01 19:50:00,137.6448,174.5625,145.3015,20000.0,5363.2,26.821,1738805.58,1.13
2025-04-01,WXM,2025-04-01 15:27:46,2025-04-01 19:50:00,4.3315,5.0076,4617.2848,20000.0,3098.66,15.6087,1741904.24,1.24
2025-04-02,VVPR,2025-04-02 14:11:22,2025-04-02 19:50:00,4.1004,3.8104,4877.5729,20000.0,-1438.64,-7.0713,1740441.21,1.06
2025-04-04,AREB,2025-04-04 14:51:29,2025-04-04 19:50:00,367026.0,779247.0,0.0545,20000.0,22461.77,112.3138,1781551.53,1.54
2025-04-04,AREB,2025-04-04 15:49:24,2025-04-04 19:50:00,445608.96,779247.0,0.0449,20000.0,14973.48,74.8724,1796525.0,1.11
2025-04-04,AREB,2025-04-04 14:33:46,2025-04-04 19:50:00,403206.0,779247.0,0.0496,20000.0,18651.55,93.2627,1759089.76,1.93
2025-04-07,JNVR,2025-04-07 15:05:05,2025-04-07 19:50:00,19.487,41.8798,1026.3279,20000.0,22977.31,114.9122,1819497.19,2.86
2025-04-08,FMTO,2025-04-08 15:20:10,2025-04-08 19:50:00,758.775,1695.75,26.3583,20000.0,24696.04,123.4852,1844192.23,6.65
2025-04-14,BULL,2025-04-14 14:00:23,2025-04-14 19:50:00,38.6623,67.1317,517.2991,20000.0,14724.61,73.636,1858912.08,1.05
2025-04-14,BULL,2025-04-14 14:11:35,2025-04-14 19:50:00,46.0138,67.1317,434.652,20000.0,9176.77,45.8947,1868088.85,1.92
2025-04-16,IOTR,2025-04-16 15:34:41,2025-04-16 19:50:00,50.7525,18.1545,394.0693,20000.0,-12847.84,-64.2293,1855237.06,1.04
2025-04-16,IOTR,2025-04-16 15:45:00,2025-04-16 19:50:00,50.3485,18.1545,397.2314,20000.0,-12790.45,-63.9423,1842446.61,7.55
2025-04-17,FATN,2025-04-17 14:25:29,2025-04-17 19:50:00,9.5425,11.8902,2095.8923,20000.0,4910.1,24.6029,1847346.23,1.96
2025-04-21,APVO,2025-04-21 14:41:11,2025-04-21 19:50:00,441.396,228.9263,45.3108,20000.0,-9628.17,-48.1359,1837717.06,1.51
2025-04-24,TMDE,2025-04-24 14:03:44,2025-04-24 19:50:00,6.0501,1.4963,3305.7305,20000.0,-15070.33,-75.269,1822597.18,1.76
2025-04-24,TMDE,2025-04-24 14:38:24,2025-04-24 19:50:00,6.0551,1.4963,3302.9871,20000.0,-15074.42,-75.2895,1807522.76,1.2
2025-04-24,TMDE,2025-04-24 14:59:02,2025-04-24 19:50:00,6.0601,1.4963,3300.2483,20000.0,-15078.5,-75.31,1792444.26,1.26
2025-04-25,JAGX,2025-04-25 13:54:05,2025-04-25 19:50:00,8.4511,9.6757,2366.5431,20000.0,2886.25,14.4904,1795318.67,2.33
2025-05-01,CDTG,2025-05-01 14:24:15,2025-05-01 19:50:00,2.5025,0.6882,7992.1677,20000.0,-14539.95,-72.4999,1780738.76,3.39
2025-05-05,NTCL,2025-05-05 14:08:20,2025-05-05 19:50:00,14.884,12.778,1343.7203,20000.0,-2836.69,-14.1499,1772092.45,2.91
2025-05-05,NTCL,2025-05-05 15:23:19,2025-05-05 19:50:00,14.874,12.778,1344.6282,20000.0,-2825.1,-14.0919,1769267.35,1.07
2025-05-05,NTCL,2025-05-05 13:46:53,2025-05-05 19:50:00,14.9795,12.778,1335.1558,20000.0,-2946.09,-14.6971,1777765.84,1.78
2025-05-05,NTCL,2025-05-05 14:02:59,2025-05-05 19:50:00,14.884,12.778,1343.7203,20000.0,-2836.69,-14.1499,1774929.14,1.01
2025-05-07,ASST,2025-05-07 15:10:34,2025-05-07 19:50:00,45.828,61.047,436.4144,20000.0,6639.61,33.209,1775902.48,1.19
2025-05-07,ASST,2025-05-07 15:18:13,2025-05-07 19:50:00,43.416,61.047,460.6597,20000.0,8119.59,40.6095,1784022.06,1.1
2025-05-09,NXTT,2025-05-09 15:10:16,2025-05-09 19:50:00,71.1942,402.99,280.9218,20000.0,93207.26,466.0433,1877224.58,233.33
2025-05-09,NXTT,2025-05-09 15:26:38,2025-05-09 19:50:00,74.772,402.99,267.4798,20000.0,87790.35,438.9584,1965014.93,3.22
2025-05-09,GIBO,2025-05-09 15:40:47,2025-05-09 19:50:00,813.7485,1085.28,24.5776,20000.0,6672.6,33.368,1971687.52,3.84
2025-05-09,NXTT,2025-05-09 15:55:30,2025-05-09 19:50:00,171.654,402.99,116.5135,20000.0,26952.76,134.7688,1998640.28,12.12
2025-05-12,INHD,2025-05-12 15:47:08,2025-05-12 19:50:00,383.0256,52.9074,52.2158,20000.0,-17238.4,-86.187,1964971.57,3.25
2025-05-12,INHD,2025-05-12 15:08:17,2025-05-12 19:50:00,296.1767,52.9074,67.5273,20000.0,-16428.31,-82.1365,1982209.97,1.68
2025-05-13,EPSM,2025-05-13 14:22:31,2025-05-13 19:50:00,14.2866,12.2693,1399.9154,20000.0,-2831.09,-14.1204,1962133.49,2.71
2025-05-19,PTIX,2025-05-19 15:17:21,2025-05-19 19:50:00,9.9997,11.541,2000.05,20000.0,3072.53,15.4126,1965196.01,1.23
2025-06-03,MCTR,2025-06-03 13:54:40,2025-06-03 19:50:00,8.6329,32.2791,2316.7052,20000.0,54769.57,273.9058,2019930.95,1.58
2025-06-03,MCTR,2025-06-03 14:00:06,2025-06-03 19:50:00,8.6229,32.2791,2319.4053,20000.0,54856.72,274.3416,2074787.66,1.7
2025-06-03,MCTR,2025-06-03 14:05:24,2025-06-03 19:50:00,8.7234,32.2791,2292.684,20000.0,53994.31,270.0289,2128781.98,1.37
2025-06-04,MCTR,2025-06-04 13:56:24,2025-06-04 19:50:00,40.4613,14.6632,494.2995,20000.0,-12754.43,-63.7598,2116018.75,2.09
2025-06-04,MULN,2025-06-04 15:36:08,2025-06-04 19:50:00,15.8287,17.1869,1263.5237,20000.0,1709.77,8.5804,2117728.52,1.56
2025-06-06,DIST,2025-06-06 15:25:53,2025-06-06 19:50:00,14.4793,13.3366,1381.2788,20000.0,-1585.38,-7.8924,2116136.24,1.27
2025-06-11,DIST,2025-06-11 14:53:52,2025-06-11 19:50:00,11.9494,18.6532,1673.7172,20000.0,11211.9,56.1013,2134959.51,2.76
2025-06-11,JEM,2025-06-11 13:45:22,2025-06-11 19:50:00,84.42,121.695,236.9107,20000.0,8829.66,44.1542,2124946.6,4.74
2025-06-11,KZIA,2025-06-11 13:52:19,2025-06-11 19:50:00,10.2609,9.6508,1949.1374,20000.0,-1198.99,-5.9462,2123747.61,1.17
2025-06-12,DIST,2025-06-12 13:41:35,2025-06-12 19:50:00,16.0096,27.93,1249.2465,20000.0,14885.21,74.4573,2149826.84,2.28
2025-06-12,DIST,2025-06-12 14:03:36,2025-06-12 19:50:00,15.5594,27.93,1285.3958,20000.0,15894.68,79.5055,2165721.52,1.05
2025-06-12,LIMN,2025-06-12 15:09:18,2025-06-12 19:50:00,19.1955,20.3191,1041.9109,20000.0,1165.46,5.8533,2166886.97,2.9
2025-06-13,OP,2025-06-13 15:29:16,2025-06-13 19:50:00,1.0162,1.7855,19682.027,20000.0,15044.34,75.7138,2181832.9,4.12
2025-06-17,RBNE,2025-06-17 15:52:20,2025-06-17 19:50:00,55.3258,59.6505,361.4953,20000.0,1561.57,7.8169,2183392.66,1.88
2025-06-25,LIMN,2025-06-25 13:55:25,2025-06-25 19:50:00,28.8555,25.0722,693.1097,20000.0,-2625.71,-13.1112,2180763.49,1.65
2025-06-27,CTOR,2025-06-27 13:46:11,2025-06-27 19:50:00,4.4823,4.4439,4461.995,20000.0,-193.82,-0.8575,2180539.94,1.27
2025-06-27,WFF,2025-06-27 13:50:33,2025-06-27 19:50:00,39.8482,16.2593,501.9041,20000.0,-11841.93,-59.1971,2168698.02,1.07
2025-06-27,BGL,2025-06-27 14:12:53,2025-06-27 19:50:00,84.4401,62.8426,236.8543,20000.0,-5116.64,-25.5773,2163581.37,2.28
2025-06-27,WFF,2025-06-27 14:16:42,2025-06-27 19:50:00,46.522,16.2593,429.9046,20000.0,-13012.22,-65.0504,2150569.15,1.41
2025-06-27,WFF,2025-06-27 15:51:27,2025-06-27 19:50:00,63.3652,16.2593,315.6304,20000.0,-14869.66,-74.3404,2135699.48,1.25
2025-07-02,BGL,2025-07-02 13:57:28,2025-07-02 19:50:00,126.64,129.0267,157.9279,20000.0,375.92,1.8846,2136074.41,2.75
2025-07-08,PROK,2025-07-08 15:07:20,2025-07-08 19:50:00,2.211,3.7107,9045.6807,20000.0,13520.58,67.829,2198241.44,1.35
2025-07-08,PROK,2025-07-08 14:35:53,2025-07-08 19:50:00,1.8693,3.7107,10699.1922,20000.0,19648.0,98.5075,2184720.86,2.67
2025-07-08,PROK,2025-07-08 14:20:23,2025-07-08 19:50:00,1.5075,3.7107,13266.9983,20000.0,29163.52,146.1493,2165072.86,2.31
2025-07-09,CLDI,2025-07-09 14:01:53,2025-07-09 19:50:00,11.0904,8.4353,1803.3654,20000.0,-4797.16,-23.9407,2193435.26,1.03
2025-07-10,MB,2025-07-10 13:49:45,2025-07-10 19:50:00,9.8791,11.3715,2024.4657,20000.0,3011.09,15.1061,2196432.75,1.4
2025-07-10,CIGL,2025-07-10 14:12:29,2025-07-10 19:50:00,28.7731,5.6459,695.0925,20000.0,-16079.09,-80.3781,2180353.66,1.35
2025-07-11,SDM,2025-07-11 14:49:18,2025-07-11 19:50:00,14.4619,15.8603,1382.9394,20000.0,1926.85,9.6688,2182272.48,1.04
2025-07-11,EDHL,2025-07-11 15:17:08,2025-07-11 19:50:00,89.5656,83.4197,223.3,20000.0,-1373.49,-6.8619,2180898.99,1.81
2025-07-14,SQFT,2025-07-14 14:02:14,2025-07-14 19:50:00,14.3212,13.4545,1396.5261,20000.0,-1217.45,-6.0523,2179370.11,3.22
2025-07-14,TROO,2025-07-14 14:41:09,2025-07-14 19:50:00,1.206,1.7406,16583.7479,20000.0,8783.37,44.3315,2188153.48,609.92
2025-07-14,TROO,2025-07-14 15:04:19,2025-07-14 19:50:00,1.216,1.7406,16446.6922,20000.0,8545.5,43.1386,2196698.98,7.46
2025-07-14,TROO,2025-07-14 15:05:31,2025-07-14 19:50:00,1.3172,1.7406,15184.2649,20000.0,6354.38,32.1515,2203053.36,7.57
2025-07-14,TROO,2025-07-14 15:18:34,2025-07-14 19:50:00,1.5778,1.7406,12675.4761,20000.0,2000.03,10.317,2205053.39,2.77
2025-07-15,PCLA,2025-07-15 14:17:03,2025-07-15 19:50:00,101.304,23.3415,197.4256,20000.0,-15392.79,-76.959,2189659.6,1.13
2025-07-21,OPAD,2025-07-21 15:05:30,2025-07-21 19:50:00,2.4673,3.212,8106.109,20000.0,5995.89,30.1821,2195597.04,1.33
2025-07-21,MFH,2025-07-21 15:14:13,2025-07-21 19:50:00,5.5828,2.0244,3582.4478,20000.0,-12765.51,-63.738,2182831.53,2.86
2025-07-22,PAPL,2025-07-22 14:40:05,2025-07-22 19:50:00,4.1205,3.6708,4853.7799,20000.0,-2207.01,-10.9137,2180572.76,1.4
2025-07-22,PAPL,2025-07-22 14:46:27,2025-07-22 19:50:00,3.6381,3.6708,5497.375,20000.0,152.28,0.8988,2180725.04,5.34
2025-07-24,TLIH,2025-07-24 14:40:43,2025-07-24 19:50:00,6.6832,1.6459,2992.556,20000.0,-15089.59,-75.3731,2165611.44,1.32
2025-07-24,LHAI,2025-07-24 15:08:08,2025-07-24 19:50:00,11.055,5.3666,1809.1361,20000.0,-10300.23,-51.4559,2155311.21,5.82
2025-07-28,CREV,2025-07-28 14:57:36,2025-07-28 19:50:00,5.5154,5.4513,3626.1839,20000.0,-250.58,-1.1622,2182628.45,1.57
2025-07-28,PFSA,2025-07-28 14:52:08,2025-07-28 19:50:00,59.8477,142.4056,334.1813,20000.0,27587.62,137.9464,2182879.03,4.72
2025-07-29,PTHL,2025-07-29 14:32:23,2025-07-29 19:50:00,31.5168,1.6559,634.5822,20000.0,-18952.4,-94.7461,2163669.69,1.38
2025-07-29,PTHL,2025-07-29 15:13:34,2025-07-29 19:50:00,31.3309,1.6559,638.348,20000.0,-18946.18,-94.715,2144723.5,1.41
2025-08-15,IROH,2025-08-15 14:53:09,2025-08-15 19:50:00,7.9897,7.1321,2503.2072,20000.0,-2159.33,-10.7341,2142551.66,17.66
2025-08-25,HTCR,2025-08-25 14:21:57,2025-08-25 19:50:00,17.7805,24.738,1124.8303,20000.0,7820.43,39.1303,2150366.46,2.33
2025-08-28,SOGP,2025-08-28 14:31:45,2025-08-28 19:50:00,6.3013,13.156,3173.923,20000.0,21740.35,108.7811,2214422.97,1.19
2025-08-28,SOGP,2025-08-28 15:15:08,2025-08-28 19:50:00,7.0601,13.156,2832.811,20000.0,17254.38,86.3427,2231677.34,1.04
2025-08-28,SOGP,2025-08-28 13:56:00,2025-08-28 19:50:00,6.1305,13.156,3262.3766,20000.0,22903.6,114.5996,2173208.71,2.7
2025-08-28,SOGP,2025-08-28 14:12:29,2025-08-28 19:50:00,6.6631,13.156,3001.5833,20000.0,19473.9,97.4446,2192682.62,1.48
2025-09-08,GLXG,2025-09-08 13:56:54,2025-09-08 19:50:00,3.9697,4.0,5038.1006,20000.0,127.09,0.7614,2231746.68,1.22
2025-09-08,KRKR,2025-09-08 14:11:08,2025-09-08 19:50:00,7.8993,10.0548,2531.8699,20000.0,5444.79,27.2872,2237191.47,1.28
2025-09-08,CIGL,2025-09-08 15:24:44,2025-09-08 19:50:00,5.025,5.9651,3980.0995,20000.0,3721.59,18.7075,2240913.06,4.83
2025-09-09,QMMM,2025-09-09 15:27:47,2025-09-09 19:50:00,15.6981,252.3176,1274.0395,20000.0,301456.26,1507.3131,3565902.42,1.26
2025-09-09,ISPC,2025-09-09 15:58:09,2025-09-09 19:50:00,1.9798,2.2543,10101.7754,20000.0,2721.42,13.8596,3814571.73,2.31
2025-09-09,QMMM,2025-09-09 15:38:37,2025-09-09 19:50:00,18.7734,252.3176,1065.3371,20000.0,248798.01,1244.0167,3811850.31,2.5
2025-09-09,ISPC,2025-09-09 15:32:02,2025-09-09 19:50:00,2.623,2.2543,7624.7117,20000.0,-2850.12,-14.06,3563052.31,1.28
2025-09-09,ENGS,2025-09-09 15:16:58,2025-09-09 19:50:00,4.5175,5.8853,4427.2519,20000.0,6033.35,30.2774,3264446.16,6.39
2025-09-09,ISPC,2025-09-09 14:52:42,2025-09-09 19:50:00,1.2562,2.2543,15920.398,20000.0,15808.96,79.4428,3252388.86,5.99
2025-09-09,QMMM,2025-09-09 14:19:28,2025-09-09 19:50:00,17.9091,252.3176,1116.7507,20000.0,261770.3,1308.8794,3236579.9,5.63
2025-09-09,QMMM,2025-09-09 14:12:53,2025-09-09 19:50:00,22.0396,252.3176,907.4554,20000.0,208962.46,1044.835,2974809.6,1.43
2025-09-09,QMMM,2025-09-09 14:09:32,2025-09-09 19:50:00,18.8839,252.3176,1059.1005,20000.0,247224.42,1236.1486,2765847.14,1.48
2025-09-09,QMMM,2025-09-09 14:02:52,2025-09-09 19:50:00,16.9342,252.3176,1181.0384,20000.0,277990.91,1389.9841,2518622.72,4.98
2025-09-09,ISPC,2025-09-09 15:05:43,2025-09-09 19:50:00,1.7286,2.2543,11570.0567,20000.0,6023.95,30.409,3258412.81,1.05
2025-09-10,KIDZ,2025-09-10 15:30:42,2025-09-10 19:50:00,83.9275,108.7275,238.3008,20000.0,5908.66,29.5492,3820479.2,1.12
2025-09-11,ZGM,2025-09-11 15:09:21,2025-09-11 19:50:00,4.2109,3.0524,4749.5221,20000.0,-5526.54,-27.514,3814880.72,8.63
2025-09-11,ZGM,2025-09-11 15:15:37,2025-09-11 19:50:00,4.1353,3.0524,4836.4395,20000.0,-5261.68,-26.1875,3809619.04,7.0
2025-09-11,ZGM,2025-09-11 15:20:04,2025-09-11 19:50:00,4.1657,3.0524,4801.085,20000.0,-5369.41,-26.727,3804249.63,1.97
2025-09-18,FBYD,2025-09-18 14:15:55,2025-09-18 19:50:00,13.9909,14.384,1429.4999,20000.0,554.71,2.8093,3804792.63,5.3
2025-09-18,BREA,2025-09-18 15:34:35,2025-09-18 19:50:00,21.9391,25.6245,911.6123,20000.0,3355.03,16.798,3808147.66,18.04
2025-09-19,PLTS,2025-09-19 15:34:58,2025-09-19 19:50:00,5.5074,7.2319,3631.4776,20000.0,6244.24,31.312,3814373.74,27.91
2025-09-22,LNZA,2025-09-22 14:03:26,2025-09-22 19:50:00,18.3211,23.2817,1091.6345,20000.0,5409.59,27.0753,3819777.88,9.75
2025-09-29,WOLF,2025-09-29 15:44:23,2025-09-29 19:50:00,19.095,18.354,1047.3946,20000.0,-781.36,-3.8806,3818991.28,4.33
2025-09-30,CHOW,2025-09-30 13:48:49,2025-09-30 19:50:00,5.498,6.4139,3637.7175,20000.0,3313.86,16.6602,3822286.95,2.38
2025-10-06,SPRB,2025-10-06 14:25:29,2025-10-06 19:50:00,38.8784,152.1387,514.4241,20000.0,58261.25,291.3191,3948989.59,1.47
2025-10-06,SPRB,2025-10-06 14:19:54,2025-10-06 19:50:00,34.4011,152.1387,581.3759,20000.0,68446.87,342.2489,3890728.34,1.99
2025-10-07,NITO,2025-10-07 13:48:41,2025-10-07 19:50:00,4.422,4.6101,4522.8403,20000.0,828.34,4.2548,3949719.13,2.64
2025-10-07,NITO,2025-10-07 13:57:03,2025-10-07 19:50:00,4.62,4.6101,4329.0184,20000.0,-64.24,-0.213,3949654.89,1.64
2025-10-07,NITO,2025-10-07 14:06:48,2025-10-07 19:50:00,4.5053,4.6101,4439.2017,20000.0,443.17,2.3268,3950098.06,2.35
2025-10-07,AGRZ,2025-10-07 14:07:16,2025-10-07 19:50:00,3.4264,4.1696,5836.9501,20000.0,4308.27,21.6873,3954406.33,1.54
2025-10-07,BQ,2025-10-07 15:00:33,2025-10-07 19:50:00,31.5972,11.8703,632.9675,20000.0,-12489.68,-62.4326,3941916.64,2.94
2025-10-09,BRLS,2025-10-09 14:00:57,2025-10-09 19:50:00,3.8204,3.2607,5235.0443,20000.0,-2956.12,-14.6497,3938934.35,19.84
2025-10-13,XCH,2025-10-13 13:57:19,2025-10-13 19:50:00,1.147,1.7257,17436.6928,20000.0,10002.88,50.4503,3948833.09,1.53
2025-10-13,STI,2025-10-13 14:28:48,2025-10-13 19:50:00,10.9545,21.1676,1825.7337,20000.0,18637.36,93.2324,3967470.45,2.82
2025-10-13,STI,2025-10-13 15:04:17,2025-10-13 19:50:00,12.7736,21.1676,1565.7354,20000.0,13135.11,65.7147,3980605.56,1.15
2025-10-17,RANI,2025-10-17 15:32:13,2025-10-17 19:50:00,1.7386,1.6559,11503.1778,20000.0,-1008.83,-4.7566,3979539.21,2.33
2025-10-24,JL,2025-10-24 16:00:41,2025-10-24 19:50:00,6.6652,6.394,3000.6782,20000.0,-828.74,-4.0687,3978695.46,1.51
2025-10-29,CMBM,2025-10-29 15:50:53,2025-10-29 19:50:00,1.7185,2.9426,11637.7178,20000.0,14187.25,71.2272,4059239.57,1.27
2025-10-29,CMBM,2025-10-29 15:39:06,2025-10-29 19:50:00,1.9145,2.9426,10446.4554,20000.0,10687.77,53.7,4045052.32,1.23
2025-10-29,CMBM,2025-10-29 15:06:06,2025-10-29 19:50:00,1.8895,2.9426,10584.808,20000.0,11094.2,55.7356,4034364.55,1.35
2025-10-29,CMBM,2025-10-29 14:23:37,2025-10-29 19:50:00,1.7085,2.9426,11706.175,20000.0,14388.35,72.2344,4012662.92,1.18
2025-10-29,CMBM,2025-10-29 14:01:01,2025-10-29 19:50:00,2.0435,2.9426,9787.2904,20000.0,8751.39,44.0016,3998274.57,4.64
2025-10-29,CMBM,2025-10-29 13:52:49,2025-10-29 19:50:00,1.8829,2.9426,10622.0964,20000.0,11203.74,56.2842,3989523.18,3.72
2025-10-29,CMBM,2025-10-29 14:59:18,2025-10-29 19:50:00,1.9195,2.9426,10419.1086,20000.0,10607.43,53.2976,4023270.36,1.93
2025-10-30,BQ,2025-10-30 14:24:10,2025-10-30 19:50:00,8.7485,17.6907,2286.0997,20000.0,20431.19,102.2131,4079647.89,1.23
2025-10-30,BQ,2025-10-30 14:47:09,2025-10-30 19:50:00,8.7436,17.6907,2287.3872,20000.0,20453.96,102.327,4100101.85,1.9
2025-10-31,APLM,2025-10-31 14:20:59,2025-10-31 19:50:00,13.5675,14.6433,1474.1109,20000.0,1578.48,7.9292,4101672.96,2.21
2025-11-12,LPTX,2025-11-12 15:28:19,2025-11-12 20:50:00,1.055,2.1865,18956.4655,20000.0,21353.91,107.2435,4122932.09,1.55
