trade_num,date,symbol,entry_ts,exit_ts,entry_px,exit_px,ret_pct,rvol,BOD_equity,pos_size,gross_pnl,commission,net_pnl,equity_after,positions_today
15,2021-07-20,NURO,2021-07-20 15:19:44,2021-07-20 19:50:00,42.8532,83.7102,95.3418,2.22,1081.61,108.16,103.12,2.0,101.12,1326.78,2
16,2021-07-22,IPA,2021-07-22 14:37:14,2021-07-22 19:50:00,9.1164,13.4264,47.2776,1.6,1326.78,132.68,62.73,2.0,60.73,1387.51,1
17,2021-07-26,PRFX,2021-07-26 14:13:19,2021-07-26 19:50:00,4667.0994,4009.95,-14.0805,7.06,1387.51,138.75,-19.54,2.0,-21.54,1365.97,1
18,2021-08-10,SCPE,2021-08-10 15:56:38,2021-08-10 19:50:00,11.8992,14.4214,21.196,1.37,1365.97,136.6,28.95,2.0,26.95,1392.93,1
19,2021-08-12,FRLN,2021-08-12 14:54:03,2021-08-12 19:50:00,57.1342,58.3538,2.1344,1.34,1392.93,139.29,2.97,2.0,0.97,1393.9,1
20,2021-08-13,SESN,2021-08-13 15:47:21,2021-08-13 19:50:00,119.394,41.895,-64.9103,1.1,1393.9,139.39,-90.48,2.0,-92.48,1301.42,1
21,2021-08-13,GRNVU,2021-08-13 15:49:24,2021-08-13 19:50:00,17.6378,18.1645,2.9864,40.41,1393.9,139.39,4.16,2.0,2.16,1303.58,2
22,2021-08-17,VRPX,2021-08-17 13:42:53,2021-08-17 19:50:00,2077.335,3678.2563,77.0661,7.14,1303.58,130.36,100.46,2.0,98.46,1402.05,1
23,2021-08-26,TSRI,2021-08-26 15:59:32,2021-08-26 19:50:00,10.261,10.0349,-2.2045,3.04,1402.05,140.2,-3.09,2.0,-5.09,1396.96,1
24,2021-08-27,SPRT,2021-08-27 15:19:39,2021-08-27 19:50:00,40.8619,30.2542,-25.9599,2.26,1396.96,139.7,-36.26,2.0,-38.26,1358.69,1
25,2021-09-07,NMTC,2021-09-07 14:21:33,2021-09-07 19:50:00,35.6976,31.5404,-11.6457,14.97,1358.69,135.87,-15.82,2.0,-17.82,1340.87,1
26,2021-09-07,NMTC,2021-09-07 14:34:18,2021-09-07 19:50:00,37.714,31.5404,-16.3697,1.94,1358.69,135.87,-22.24,2.0,-24.24,1316.63,2
27,2021-09-13,TMC,2021-09-13 14:00:30,2021-09-13 19:50:00,9.8491,12.349,25.3815,2.34,1316.63,131.66,33.42,2.0,31.42,1348.04,1
28,2021-09-15,INDP,2021-09-15 13:49:13,2021-09-15 19:50:00,408.5956,303.0405,-25.8336,1.59,1348.04,134.8,-34.82,2.0,-36.82,1311.22,1
29,2021-09-23,RHE,2021-09-23 15:36:01,2021-09-23 19:50:00,8.9847,10.2144,13.6866,2.82,1311.22,131.12,17.95,2.0,15.95,1327.17,1
30,2021-09-29,CEI,2021-09-29 15:27:59,2021-09-29 19:50:00,190.0103,169.0713,-11.02,1.38,1327.17,132.72,-14.63,2.0,-16.63,1310.54,1
31,2021-10-26,BIMI,2021-10-26 14:07:27,2021-10-26 19:50:00,34.2253,103.74,203.1093,1.48,1310.54,131.05,266.18,2.0,264.18,1574.72,1
32,2021-10-29,BTBT,2021-10-29 15:55:17,2021-10-29 19:50:00,10.3001,9.7955,-4.8999,1.27,1574.72,157.47,-7.72,2.0,-9.72,1565.01,1
33,2021-11-18,LGVN,2021-11-18 14:42:42,2021-11-18 20:50:00,45.426,71.8699,58.2131,2.08,1565.01,156.5,91.1,2.0,89.1,1654.11,1
34,2021-11-24,LGVN,2021-11-24 15:40:53,2021-11-24 20:50:00,261.301,417.6533,59.8361,1.19,1654.11,165.41,98.98,2.0,96.98,1751.09,1
35,2021-12-06,IMPP,2021-12-06 15:15:40,2021-12-06 20:50:00,47.1848,95.7555,102.9374,3.94,1751.09,175.11,180.25,2.0,178.25,1929.34,1
36,2021-12-13,SEAC,2021-12-13 14:41:30,2021-12-13 20:50:00,15.7785,32.1195,103.565,1.97,1929.34,192.93,199.81,2.0,197.81,2127.15,1
37,2021-12-21,ALLR,2021-12-21 14:53:15,2021-12-21 20:50:00,14832594.0,8797950.0,-40.685,6.9,2127.15,212.72,-86.54,2.0,-88.54,2038.61,1
38,2021-12-21,ISPC,2021-12-21 15:15:45,2021-12-21 20:50:00,221.1,282.093,27.5862,1.11,2127.15,212.72,58.68,2.0,56.68,2095.29,2
39,2021-12-22,ENSC,2021-12-22 15:06:05,2021-12-22 20:50:00,11324.34,18673.2,64.8944,1.18,2095.29,209.53,135.97,2.0,133.97,2229.26,1
40,2021-12-22,ENSC,2021-12-22 15:14:29,2021-12-22 20:50:00,11107.26,18673.2,68.1171,2.42,2095.29,209.53,142.72,2.0,140.72,2369.99,2
41,2021-12-22,ENSC,2021-12-22 15:41:01,2021-12-22 20:50:00,11597.8608,18673.2,61.0056,4.66,2095.29,209.53,127.82,2.0,125.82,2495.81,3
42,2022-04-12,LIXT,2022-04-12 13:53:41,2022-04-12 19:50:00,41.808,19.152,-54.1906,1.57,2495.81,249.58,-135.25,2.0,-137.25,2358.56,1
43,2022-04-21,SWVL,2022-04-21 15:32:28,2022-04-21 19:50:00,188.4375,154.1836,-18.1779,2.71,2358.56,235.86,-42.87,2.0,-44.87,2313.69,1
44,2022-04-27,OST,2022-04-27 15:16:47,2022-04-27 19:50:00,5502.375,8069.0019,46.6458,4.39,2313.69,231.37,107.92,2.0,105.92,2419.61,1
45,2022-04-27,OST,2022-04-27 15:22:03,2022-04-27 19:50:00,5273.7375,8069.0019,53.0035,5.69,2313.69,231.37,122.63,2.0,120.63,2540.24,2
46,2022-05-02,CETXP,2022-05-02 15:40:07,2022-05-02 19:50:00,1.5642,0.9997,-36.0884,32.81,2540.24,254.02,-91.67,2.0,-93.67,2446.57,1
47,2022-05-02,SOUN,2022-05-02 15:59:37,2022-05-02 19:50:00,11.0085,9.2668,-15.8214,1.16,2540.24,254.02,-40.19,2.0,-42.19,2404.38,2
48,2022-05-10,BWV,2022-05-10 13:55:51,2022-05-10 19:50:00,4.9798,5.0183,0.7741,3.28,2404.38,240.44,1.86,2.0,-0.14,2404.24,1
49,2022-05-11,PEAR,2022-05-11 16:00:33,2022-05-11 19:50:00,4.4622,4.4489,-0.2992,1.53,2404.24,240.42,-0.72,2.0,-2.72,2401.52,1
50,2022-05-18,BGXX,2022-05-18 15:16:05,2022-05-18 19:50:00,22.4517,48.5683,116.3234,1.2,2401.52,240.15,279.35,2.0,277.35,2678.88,1
51,2022-05-18,BGXX,2022-05-18 15:45:29,2022-05-18 19:50:00,29.4465,48.5683,64.9373,2.21,2401.52,240.15,155.95,2.0,153.95,2832.82,2
52,2022-05-25,ENOB,2022-05-25 14:07:03,2022-05-25 19:50:00,6.0149,3.5511,-40.9619,6.72,2832.82,283.28,-116.04,2.0,-118.04,2714.79,1
53,2022-06-10,AFRI,2022-06-10 14:51:17,2022-06-10 19:50:00,11.055,8.8478,-19.9654,3.24,2714.79,271.48,-54.2,2.0,-56.2,2658.58,1
54,2022-06-13,BLTE,2022-06-13 13:55:28,2022-06-13 19:50:00,19.7985,22.5933,14.1161,1.11,2658.58,265.86,37.53,2.0,35.53,2694.11,1
55,2022-06-22,PEV,2022-06-22 15:40:01,2022-06-22 19:50:00,5.5878,5.586,-0.0322,1.07,2694.11,269.41,-0.09,2.0,-2.09,2692.03,1
56,2022-07-14,GRRR,2022-07-14 15:58:55,2022-07-14 19:50:00,268.8375,274.3125,2.0365,5.16,2692.03,269.2,5.48,2.0,3.48,2695.51,1
57,2022-07-20,NEWR,2022-07-20 15:07:44,2022-07-20 19:50:00,54.7624,61.3263,11.986,2.25,2695.51,269.55,32.31,2.0,30.31,2725.82,1
58,2022-07-21,ADXN,2022-07-21 14:53:37,2022-07-21 19:50:00,44.421,41.6955,-6.1356,1.64,2725.82,272.58,-16.72,2.0,-18.72,2707.09,1
59,2022-07-22,HKD,2022-07-22 15:21:13,2022-07-22 19:50:00,24.1099,62.0924,157.5384,1.18,2707.09,270.71,426.47,2.0,424.47,3131.56,1
60,2022-07-29,MGAM,2022-07-29 14:41:04,2022-07-29 19:50:00,4.8441,10.3341,113.3337,17.23,3131.56,313.16,354.91,2.0,352.91,3484.48,1
61,2022-08-01,LTRPB,2022-08-01 14:14:43,2022-08-01 19:50:00,23.9183,59.0919,147.0573,2.91,3484.48,348.45,512.42,2.0,510.42,3994.89,1
62,2022-08-01,LTRPB,2022-08-01 14:53:15,2022-08-01 19:50:00,22.9624,59.0919,157.3415,1.2,3484.48,348.45,548.25,2.0,546.25,4541.15,2
63,2022-08-01,LTRPB,2022-08-01 15:02:57,2022-08-01 19:50:00,23.042,59.0919,156.4526,1.32,3484.48,348.45,545.16,2.0,543.16,5084.3,3
64,2022-08-01,QRTEB,2022-08-01 15:59:39,2022-08-01 19:50:00,4.819,20.4488,324.3382,5.17,3484.48,348.45,1130.15,2.0,1128.15,6212.45,4
65,2022-08-02,APDN,2022-08-02 13:51:38,2022-08-02 19:50:00,1809.0,3301.725,82.5166,4.55,6212.45,621.24,512.63,2.0,510.63,6723.08,1
66,2022-08-02,APDN,2022-08-02 14:30:26,2022-08-02 19:50:00,2150.7,3301.725,53.5186,1.95,6212.45,621.24,332.48,2.0,330.48,7053.56,2
67,2022-08-02,APDN,2022-08-02 14:40:39,2022-08-02 19:50:00,2326.575,3301.725,41.9135,1.97,6212.45,621.24,260.39,2.0,258.39,7311.95,3
68,2022-08-02,APDN,2022-08-02 14:47:42,2022-08-02 19:50:00,2080.35,3301.725,58.7101,1.37,6212.45,621.24,364.73,2.0,362.73,7674.68,4
69,2022-08-04,APDN,2022-08-04 15:03:06,2022-08-04 19:50:00,4190.7495,6014.925,43.5286,1.25,7674.68,767.47,334.07,2.0,332.07,8006.75,1
70,2022-08-09,MTC,2022-08-09 14:47:17,2022-08-09 19:50:00,25.0044,23.2984,-6.8228,1.91,8006.75,800.67,-54.63,2.0,-56.63,7950.12,1
71,2022-08-10,BCAB,2022-08-10 14:25:56,2022-08-10 19:50:00,272.355,352.4417,29.4053,4.17,7950.12,795.01,233.78,2.0,231.78,8181.9,1
72,2022-08-10,ARTL,2022-08-10 15:06:46,2022-08-10 19:50:00,67.8393,72.1593,6.368,2.55,7950.12,795.01,50.63,2.0,48.63,8230.52,2
73,2022-08-11,HSCS,2022-08-11 13:56:19,2022-08-11 19:50:00,328.635,317.6439,-3.3445,1.07,8230.52,823.05,-27.53,2.0,-29.53,8200.99,1
74,2022-08-12,IMV,2022-08-12 14:35:57,2022-08-12 19:50:00,6.1305,7.7296,26.0848,14.92,8200.99,820.1,213.92,2.0,211.92,8412.92,1
75,2022-08-16,BBBY,2022-08-16 14:36:41,2022-08-16 19:50:00,17.9529,18.0004,0.2644,2.77,8412.92,841.29,2.22,2.0,0.22,8413.14,1
76,2022-08-19,GCT,2022-08-19 15:10:09,2022-08-19 19:50:00,43.1546,54.5633,26.4367,2.45,8413.14,841.31,222.42,2.0,220.42,8633.56,1
77,2022-08-19,GCT,2022-08-19 15:18:44,2022-08-19 19:50:00,48.7927,54.5633,11.8266,2.92,8413.14,841.31,99.5,2.0,97.5,8731.06,2
78,2022-08-19,GCT,2022-08-19 15:57:25,2022-08-19 19:50:00,48.8532,54.5633,11.6883,1.74,8413.14,841.31,98.34,2.0,96.34,8827.39,3
79,2022-09-01,PIXY,2022-09-01 14:44:07,2022-09-01 19:50:00,10951.686,7666.785,-29.9945,3.04,8827.39,882.74,-264.77,2.0,-266.77,8560.62,1
80,2022-09-14,HKD,2022-09-14 14:00:37,2022-09-14 19:50:00,49.8681,214.4625,330.0595,1.75,8560.62,856.06,2825.51,2.0,2823.51,11384.13,1
81,2022-09-14,HKD,2022-09-14 14:18:08,2022-09-14 19:50:00,51.3671,214.4625,317.5098,1.37,8560.62,856.06,2718.08,2.0,2716.08,14100.21,2
82,2022-09-14,HKD,2022-09-14 14:23:41,2022-09-14 19:50:00,51.7474,214.4625,314.4407,4.1,8560.62,856.06,2691.81,2.0,2689.81,16790.02,3
83,2022-09-14,HKD,2022-09-14 14:32:31,2022-09-14 19:50:00,59.6367,214.4625,259.615,4.81,8560.62,856.06,2222.46,2.0,2220.46,19010.48,4
84,2022-09-14,HKD,2022-09-14 14:38:01,2022-09-14 19:50:00,70.35,214.4625,204.8507,3.77,8560.62,856.06,1753.65,2.0,1751.65,20762.13,5
85,2022-09-14,HKD,2022-09-14 14:46:55,2022-09-14 19:50:00,71.8575,214.4625,198.4553,47.75,8560.62,856.06,1698.9,2.0,1696.9,22459.03,6
86,2022-09-14,HKD,2022-09-14 15:03:38,2022-09-14 19:50:00,61.3077,214.4625,249.8132,1.67,8560.62,856.06,2138.56,2.0,2136.56,24595.58,7
87,2022-09-14,HKD,2022-09-14 15:46:06,2022-09-14 19:50:00,60.907,214.4625,252.1146,1.18,8560.62,856.06,2158.26,2.0,2156.26,26751.84,8
88,2022-09-15,HKD,2022-09-15 14:05:42,2022-09-15 19:50:00,320.2705,116.7075,-63.5597,1.12,26751.84,2675.18,-1700.34,2.0,-1702.34,25049.5,1
89,2022-09-15,HKD,2022-09-15 15:29:52,2022-09-15 19:50:00,341.7,116.7075,-65.845,1.48,26751.84,2675.18,-1761.48,2.0,-1763.48,23286.03,2
90,2022-09-27,R,2022-09-27 14:51:19,2022-09-27 19:50:00,68.6666,75.7601,10.3303,1.06,23286.03,2328.6,240.55,2.0,238.55,23524.58,1
91,2022-09-28,PEPG,2022-09-28 14:50:55,2022-09-28 19:50:00,8.2008,10.5,28.0361,9.58,23524.58,2352.46,659.54,2.87,656.67,24181.25,1
92,2022-10-05,CNTQ,2022-10-05 14:56:51,2022-10-05 19:50:00,13.8388,22.8926,65.4229,1.77,24181.25,2418.12,1582.01,2.0,1580.01,25761.26,1
93,2022-10-14,GEHI,2022-10-14 14:12:28,2022-10-14 19:50:00,11.5575,8.9775,-22.3232,1.22,25761.26,2576.13,-575.07,2.23,-577.3,25183.95,1
94,2022-10-25,DUO,2022-10-25 14:54:32,2022-10-25 19:50:00,209.241,340.1395,62.5587,1.06,25183.95,2518.4,1575.48,2.0,1573.48,26757.43,1
95,2022-10-28,BHSE,2022-10-28 15:44:03,2022-10-28 19:50:00,17.9091,11.9401,-33.3296,3.34,26757.43,2675.74,-891.81,2.0,-893.81,25863.61,1
96,2022-11-03,HUDI,2022-11-03 15:33:31,2022-11-03 19:50:00,56.893,87.1516,53.1849,4.0,25863.61,2586.36,1375.55,2.0,1373.55,27237.17,1
97,2022-11-03,HUDI,2022-11-03 15:44:03,2022-11-03 19:50:00,48.6102,87.1516,79.2864,1.75,25863.61,2586.36,2050.63,2.0,2048.63,29285.8,2
98,2022-11-11,PIXY,2022-11-11 15:54:34,2022-11-11 20:50:00,4401.297,6176.52,40.3341,3.06,29285.8,2928.58,1181.22,2.0,1179.22,30465.02,1
99,2022-12-09,AMAM,2022-12-09 14:43:43,2022-12-09 20:50:00,1.407,4.439,215.4922,1.93,30465.02,3046.5,6564.97,21.65,6543.32,37008.34,1
100,2022-12-09,AMAM,2022-12-09 15:02:28,2022-12-09 20:50:00,1.819,4.439,144.0271,1.62,30465.02,3046.5,4387.79,16.75,4371.04,41379.38,2
101,2022-12-09,AMAM,2022-12-09 15:30:26,2022-12-09 20:50:00,2.613,4.439,69.8804,1.52,30465.02,3046.5,2128.91,11.66,2117.25,43496.63,3
102,2022-12-15,LANV,2022-12-15 15:47:45,2022-12-15 20:50:00,15.5775,7.3516,-52.8065,2.4,43496.63,4349.66,-2296.9,2.79,-2299.7,41196.93,1
103,2022-12-21,SINT,2022-12-21 15:14:07,2022-12-21 20:50:00,2627.07,2384.025,-9.2516,2.38,41196.93,4119.69,-381.14,2.0,-383.14,40813.79,1
104,2023-01-03,JSPR,2023-01-03 14:56:00,2023-01-03 20:50:00,21.6075,28.4687,31.7536,2.13,40813.79,4081.38,1295.98,2.0,1293.98,42107.78,1
105,2023-01-03,JSPR,2023-01-03 15:16:37,2023-01-03 20:50:00,18.09,28.4687,57.3723,7.76,40813.79,4081.38,2341.58,2.26,2339.32,44447.1,2
106,2023-01-03,NUZE,2023-01-03 15:59:13,2023-01-03 20:50:00,10.3869,9.5511,-8.0468,34.51,40813.79,4081.38,-328.42,3.93,-332.35,44114.75,3
107,2023-01-19,GNS,2023-01-19 15:25:34,2023-01-19 20:50:00,10.6028,20.6483,94.7443,2.7,44114.75,4411.48,4179.62,4.16,4175.46,48290.21,1
108,2023-01-20,COSM,2023-01-20 14:59:11,2023-01-20 20:50:00,3.7135,5.2979,42.6675,2.23,48290.21,4829.02,2060.42,13.0,2047.42,50337.63,1
109,2023-01-24,GNS,2023-01-24 15:10:18,2023-01-24 20:50:00,52.059,44.8865,-13.7776,1.89,50337.63,5033.76,-693.53,2.0,-695.53,49642.1,1
110,2023-02-03,KAL,2023-02-03 15:58:56,2023-02-03 20:50:00,6.834,7.9412,16.2013,10.51,49642.1,4964.21,804.27,7.26,797.0,50439.1,1
111,2023-02-06,SNES,2023-02-06 15:01:43,2023-02-06 20:50:00,642.798,575.757,-10.4296,21.54,50439.1,5043.91,-526.06,2.0,-528.06,49911.04,1
112,2023-02-16,LUNR,2023-02-16 15:20:18,2023-02-16 20:50:00,17.0548,41.8949,145.648,1.23,49911.04,4991.1,7269.44,2.93,7266.52,57177.56,1
113,2023-02-23,AMAM,2023-02-23 15:15:58,2023-02-23 20:50:00,5.8893,6.4342,9.2519,4.12,57177.56,5717.76,529.0,9.71,519.29,57696.85,1
114,2023-03-06,GNLX,2023-03-06 15:48:34,2023-03-06 20:50:00,19.8839,30.1544,51.6523,1.94,57696.85,5769.69,2980.18,2.9,2977.27,60674.12,1
115,2023-03-14,AMBI,2023-03-14 14:06:43,2023-03-14 19:50:00,8.3415,13.8353,65.8614,20.0,60674.12,6067.41,3996.08,7.27,3988.81,64662.93,1
116,2023-03-16,AUVIP,2023-03-16 15:37:29,2023-03-16 19:50:00,19.6176,22.3141,13.7452,8.5,64662.93,6466.29,888.8,3.3,885.51,65548.44,1
117,2023-03-22,BAOS,2023-03-22 14:01:39,2023-03-22 19:50:00,4.9747,3.3516,-32.6278,3.62,65548.44,6554.84,-2138.7,13.18,-2151.88,63396.56,1
118,2023-03-22,ZURA,2023-03-22 15:47:22,2023-03-22 19:50:00,15.3262,30.8327,101.1759,2.6,65548.44,6554.84,6631.92,4.28,6627.65,70024.21,2
119,2023-04-13,PKST,2023-04-13 15:48:23,2023-04-13 19:50:00,14.3815,10.8029,-24.8834,1.93,70024.21,7002.42,-1742.44,4.87,-1747.31,68276.9,1
120,2023-04-14,CNSP,2023-04-14 15:18:54,2023-04-14 19:50:00,21711.015,84388.5,288.6898,8.03,68276.9,6827.69,19710.84,2.0,19708.84,87985.75,1
121,2023-04-14,CNSP,2023-04-14 15:31:09,2023-04-14 19:50:00,24415.47,84388.5,245.6354,1.59,68276.9,6827.69,16771.22,2.0,16769.22,104754.97,2
122,2023-04-14,CNSP,2023-04-14 15:42:05,2023-04-14 19:50:00,36029.25,84388.5,134.2222,51.68,68276.9,6827.69,9164.28,2.0,9162.28,113917.25,3
123,2023-04-14,CNSP,2023-04-14 15:53:20,2023-04-14 19:50:00,47938.5,84388.5,76.0349,10.39,68276.9,6827.69,5191.43,2.0,5189.43,119106.67,4
124,2023-04-25,CNTG,2023-04-25 13:54:49,2023-04-25 19:50:00,1.2864,1.586,23.2917,1.61,119106.67,11910.67,2774.2,92.59,2681.61,121788.28,1
125,2023-05-01,BAOS,2023-05-01 14:13:07,2023-05-01 19:50:00,4.824,13.7655,185.3545,5.45,121788.28,12178.83,22574.01,25.25,22548.76,144337.04,1
126,2023-05-01,BAOS,2023-05-01 14:24:23,2023-05-01 19:50:00,4.9144,13.7655,180.1026,1.42,121788.28,12178.83,21934.39,24.78,21909.6,166246.64,2
127,2023-05-01,BAOS,2023-05-01 14:33:52,2023-05-01 19:50:00,4.824,13.7655,185.3545,2.66,121788.28,12178.83,22574.01,25.25,22548.76,188795.4,3
128,2023-05-01,BNSO,2023-05-01 15:07:53,2023-05-01 19:50:00,3.7486,3.9601,5.64,7.05,121788.28,12178.83,686.89,32.49,654.4,189449.8,4
129,2023-05-01,BAOS,2023-05-01 15:11:03,2023-05-01 19:50:00,4.6984,13.7655,192.9843,1.34,121788.28,12178.83,23503.23,25.92,23477.3,212927.11,5
130,2023-05-01,UTME,2023-05-01 15:25:26,2023-05-01 19:50:00,1.0854,2.1546,98.5075,9.83,121788.28,12178.83,11997.06,112.21,11884.85,224811.96,6
131,2023-05-01,BAOS,2023-05-01 15:25:42,2023-05-01 19:50:00,4.4485,13.7655,209.4392,2.9,121788.28,12178.83,25507.24,27.38,25479.86,250291.82,7
132,2023-05-01,UTME,2023-05-01 15:28:41,2023-05-01 19:50:00,1.216,2.1546,77.1802,1.32,121788.28,12178.83,9399.64,100.15,9299.49,259591.31,8
133,2023-05-01,UTME,2023-05-01 15:34:20,2023-05-01 19:50:00,1.1658,2.1546,84.8173,1.96,121788.28,12178.83,10329.75,104.47,10225.29,269816.6,9
134,2023-05-01,BAOS,2023-05-01 15:35:08,2023-05-01 19:50:00,4.432,13.7655,210.5899,1.37,121788.28,12178.83,25647.38,27.48,25619.9,295436.5,10
135,2023-05-03,KRBP,2023-05-03 15:12:15,2023-05-03 19:50:00,6.3566,5.3167,-16.3601,2.88,295436.5,29543.65,-4833.37,46.48,-4879.85,290556.65,1
136,2023-05-08,TRVN,2023-05-08 13:42:16,2023-05-08 19:50:00,22.7683,73.0669,220.9153,1.09,290556.65,29055.67,64188.41,12.76,64175.65,354732.3,1
137,2023-05-08,TRVN,2023-05-08 13:52:47,2023-05-08 19:50:00,29.8987,73.0669,144.381,1.47,290556.65,29055.67,41950.86,9.72,41941.14,396673.44,2
138,2023-05-08,TRVN,2023-05-08 13:58:53,2023-05-08 19:50:00,39.4462,73.0669,85.2315,1.19,290556.65,29055.67,24764.58,7.37,24757.21,421430.65,3
139,2023-05-08,TRVN,2023-05-08 14:23:22,2023-05-08 19:50:00,44.7727,73.0669,63.195,4.47,290556.65,29055.67,18361.73,6.49,18355.24,439785.89,4
140,2023-05-08,OMH,2023-05-08 15:15:10,2023-05-08 19:50:00,69.8475,265.335,279.8776,22.99,290556.65,29055.67,81320.3,4.16,81316.14,521102.03,5
141,2023-05-09,CUEN,2023-05-09 13:57:11,2023-05-09 19:50:00,5.9697,6.9177,15.8796,11.02,521102.03,52110.2,8274.89,87.29,8187.6,529289.63,1
142,2023-05-09,SFWL,2023-05-09 14:46:48,2023-05-09 19:50:00,10.261,9.4763,-7.6483,10.21,521102.03,52110.2,-3985.54,50.78,-4036.33,525253.3,2
143,2023-05-11,IZM,2023-05-11 14:18:56,2023-05-11 19:50:00,3.3064,2.5686,-22.3166,1.11,525253.3,52525.33,-11721.87,158.86,-11880.73,513372.57,1
144,2023-05-15,ELOX,2023-05-15 15:45:41,2023-05-15 19:50:00,4.0903,10.4339,155.0845,5.86,513372.57,51337.26,79616.13,125.51,79490.62,592863.19,1
145,2023-05-16,CYCN,2023-05-16 14:24:27,2023-05-16 19:50:00,4.3516,5.2668,21.03,1.08,592863.19,59286.32,12467.91,136.24,12331.67,605194.87,1
146,2023-05-18,PHIO,2023-05-18 13:57:55,2023-05-18 19:50:00,32.562,43.0471,32.2005,1.91,605194.87,60519.49,19487.58,18.59,19468.99,624663.86,1
147,2023-05-25,SDA,2023-05-25 15:24:41,2023-05-25 19:50:00,10.5525,14.5934,38.2935,2.08,624663.86,62466.39,23920.57,59.2,23861.37,648525.23,1
148,2023-05-25,SDA,2023-05-25 15:45:04,2023-05-25 19:50:00,10.6128,14.5934,37.5078,1.64,624663.86,62466.39,23429.77,58.86,23370.91,671896.13,2
149,2023-06-09,AHI,2023-06-09 15:01:17,2023-06-09 19:50:00,4.1406,8.778,111.9983,2.02,671896.13,67189.61,75251.22,162.27,75088.95,746985.09,1
150,2023-06-09,AHI,2023-06-09 15:12:09,2023-06-09 19:50:00,5.2264,8.778,67.9549,2.31,671896.13,67189.61,45658.63,128.56,45530.08,792515.16,2
151,2023-06-09,AHI,2023-06-09 15:20:12,2023-06-09 19:50:00,6.03,8.778,45.5721,2.28,671896.13,67189.61,30619.72,111.43,30508.29,823023.46,3
152,2023-06-09,AHI,2023-06-09 15:34:55,2023-06-09 19:50:00,6.834,8.778,28.446,2.04,671896.13,67189.61,19112.76,98.32,19014.44,842037.9,4
153,2023-07-10,GLTA.U,2023-07-10 15:25:45,2023-07-10 19:50:00,14.7132,13.3665,-9.153,4.7,842037.9,84203.79,-7707.17,57.23,-7764.4,834273.49,1
154,2023-07-13,GGAA,2023-07-13 14:37:15,2023-07-13 19:50:00,12.6933,21.5161,69.508,28.65,834273.49,83427.35,57988.68,65.73,57922.96,892196.45,1
155,2023-07-13,EDTXU,2023-07-13 15:15:18,2023-07-13 19:50:00,28.4917,38.4039,34.7897,1.23,834273.49,83427.35,29024.12,29.28,28994.84,921191.29,2
156,2023-07-13,GGAA,2023-07-13 15:18:00,2023-07-13 19:50:00,13.2409,21.5161,62.4974,1.58,834273.49,83427.35,52139.92,63.01,52076.92,973268.21,3
157,2023-07-13,EDTX,2023-07-13 15:18:04,2023-07-13 19:50:00,32.4012,43.112,33.0566,7.18,834273.49,83427.35,27578.25,25.75,27552.5,1000820.71,4
158,2023-07-14,PRFX,2023-07-14 14:19:20,2023-07-14 19:50:00,1394.136,1085.667,-22.1262,1.59,1000820.71,100000.0,-22126.2,2.0,-22128.2,978692.51,1
159,2023-07-14,FRLN,2023-07-14 14:24:27,2023-07-14 19:50:00,5.0853,5.8154,14.3576,1.2,1000820.71,100000.0,14357.6,196.65,14160.95,992853.46,2
160,2023-07-25,AURC,2023-07-25 15:28:05,2023-07-25 19:50:00,27.0546,35.8402,32.4735,1.96,992853.46,99285.35,32241.43,36.7,32204.73,1025058.19,1
161,2023-08-01,CTNT,2023-08-01 15:58:06,2023-08-01 19:50:00,64.4969,88.803,37.6858,2.02,1025058.19,100000.0,37685.8,15.5,37670.3,1062728.49,1
162,2023-08-08,BIOL,2023-08-08 15:37:50,2023-08-08 19:50:00,5.8893,6.9626,18.2237,14.04,1062728.49,100000.0,18223.7,169.8,18053.9,1080782.39,1
163,2023-08-14,TSHA,2023-08-14 15:22:08,2023-08-14 19:50:00,1.5678,2.01,28.2027,1.13,1080782.39,100000.0,28202.7,637.84,27564.86,1108347.25,1
164,2023-08-15,SRM,2023-08-15 15:14:35,2023-08-15 19:50:00,3.8994,4.9252,26.3055,1.76,1108347.25,100000.0,26305.5,256.45,26049.05,1134396.3,1
165,2023-08-15,SRM,2023-08-15 15:20:19,2023-08-15 19:50:00,3.7766,4.9252,30.4128,3.15,1108347.25,100000.0,30412.8,264.79,30148.01,1164544.31,2
166,2023-08-15,SPGC,2023-08-15 15:56:23,2023-08-15 19:50:00,2179.845,6912.675,217.1177,4.52,1108347.25,100000.0,217117.7,2.0,217115.7,1381660.01,3
167,2023-08-16,BAOS,2023-08-16 14:27:40,2023-08-16 19:50:00,6.5325,7.99,22.3111,13.35,1381660.01,100000.0,22311.1,153.08,22158.02,1403818.03,1
168,2023-08-16,DBGI,2023-08-16 15:29:17,2023-08-16 19:50:00,579.1312,974.4328,68.2577,1.83,1381660.01,100000.0,68257.7,2.0,68255.7,1472073.73,2
169,2023-08-28,FLAG.U,2023-08-28 14:42:09,2023-08-28 19:50:00,8.2108,9.975,21.4856,3.09,1472073.73,100000.0,21485.6,121.79,21363.81,1493437.54,1
170,2023-08-28,FLAG.U,2023-08-28 14:50:40,2023-08-28 19:50:00,8.1907,9.975,21.7837,1.19,1472073.73,100000.0,21783.7,122.09,21661.61,1515099.15,2
