date,symbol,ret_pct,exit_px,window_dolvol_30m,last_bar_dolvol,window_shares,pct_vol_10k,pct_vol_25k,pct_vol_50k,pct_vol_100k,pct_vol_250k
2024-06-05,ASNS,85.87,39.6008,17362376.0,0.0,416287.0,0.06,0.14,0.29,0.58,1.44
2024-06-05,ASNS,65.56,39.6008,17362376.0,0.0,416287.0,0.06,0.14,0.29,0.58,1.44
2024-06-05,ASNS,41.74,39.6008,17362376.0,0.0,416287.0,0.06,0.14,0.29,0.58,1.44
2024-06-05,ASNS,44.34,39.6008,17362376.0,0.0,416287.0,0.06,0.14,0.29,0.58,1.44
2024-06-05,ASNS,28.77,39.6008,17362376.0,0.0,416287.0,0.06,0.14,0.29,0.58,1.44
2024-06-05,ASNS,15.89,39.6008,17362376.0,0.0,416287.0,0.06,0.14,0.29,0.58,1.44
2024-06-12,DDC,29.03,42.1444,3847338.0,52743.0,90720.0,0.26,0.65,1.3,2.6,6.5
2024-06-13,ZAPP,36.34,2.4938,10631964.0,204308.0,3966614.0,0.09,0.24,0.47,0.94,2.35
2024-06-13,ZAPP,7.88,2.4938,10631964.0,204308.0,3966614.0,0.09,0.24,0.47,0.94,2.35
2024-06-13,ZAPP,-0.75,2.4938,10631964.0,204308.0,3966614.0,0.09,0.24,0.47,0.94,2.35
2024-06-13,ZAPP,0.87,2.4938,10631964.0,204308.0,3966614.0,0.09,0.24,0.47,0.94,2.35
2024-10-07,SOBR,50.77,99.7051,30108767.0,791797.0,284134.0,0.03,0.08,0.17,0.33,0.83
2024-10-11,TCS,19.67,15.406,1372976.0,28748.0,82824.0,0.73,1.82,3.64,7.28,18.21
2024-10-11,TCS,15.72,15.406,1372976.0,28748.0,82824.0,0.73,1.82,3.64,7.28,18.21
2024-10-17,NUZE,73.59,2.2942,16449567.0,545612.0,7000931.0,0.06,0.15,0.3,0.61,1.52
2024-10-17,NUZE,57.43,2.2942,16449567.0,545612.0,7000931.0,0.06,0.15,0.3,0.61,1.52
2024-10-17,NUZE,51.17,2.2942,16449567.0,545612.0,7000931.0,0.06,0.15,0.3,0.61,1.52
2024-10-17,NUZE,121.6,2.2942,16449567.0,545612.0,7000931.0,0.06,0.15,0.3,0.61,1.52
2024-10-17,JDZG,96.77,336.2174,5727255.0,221512.0,17211.0,0.17,0.44,0.87,1.75,4.37
2024-10-18,DRUG,7.08,54.9224,111552585.0,3617588.0,1674058.0,0.01,0.02,0.04,0.09,0.22
2024-10-23,PC,-70.38,13.556,2596829.0,48038.0,166835.0,0.39,0.96,1.93,3.85,9.63
2024-10-23,PC,-69.84,13.556,2596829.0,48038.0,166835.0,0.39,0.96,1.93,3.85,9.63
2024-10-23,PC,-70.32,13.556,2596829.0,48038.0,166835.0,0.39,0.96,1.93,3.85,9.63
2024-10-23,PC,-72.04,13.556,2596829.0,48038.0,166835.0,0.39,0.96,1.93,3.85,9.63
2024-10-24,TC,-51.4,32.9175,521133.0,26603.0,15648.0,1.92,4.8,9.59,19.19,47.97
2024-10-24,MNPR,154.08,30.9225,52007341.0,1383385.0,1576421.0,0.02,0.05,0.1,0.19,0.48
2024-10-29,JL,54.41,7.5311,4420469.0,143837.0,565408.0,0.23,0.57,1.13,2.26,5.66
2024-11-04,SPPL,200.16,9.1706,18311082.0,238570.0,1930568.0,0.05,0.14,0.27,0.55,1.37
2024-11-05,DJT,-12.52,34.0846,431107822.0,14871570.0,12264032.0,0.0,0.01,0.01,0.02,0.06
2024-11-05,ATGL,-11.04,8.7032,187640.0,0.0,22010.0,5.33,13.32,26.65,53.29,133.23
2024-11-18,MI,-44.01,2.1945,82612.0,0.0,36408.0,12.1,30.26,60.52,121.05,302.62
2024-11-18,MI,-42.54,2.1945,82612.0,0.0,36408.0,12.1,30.26,60.52,121.05,302.62
2024-11-20,SKK,-49.93,44.7878,449161.0,37768.0,8748.0,2.23,5.57,11.13,22.26,55.66
2024-12-10,GXAI,-2.69,5.7504,7501192.0,205416.0,1322533.0,0.13,0.33,0.67,1.33,3.33
2024-12-18,XCH,-90.44,2.4071,3040402.0,35292.0,1222320.0,0.33,0.82,1.64,3.29,8.22
2024-12-19,NVNI,280.21,26.5335,1238150.0,0.0,52782.0,0.81,2.02,4.04,8.08,20.19
2024-12-19,NVNI,269.2,26.5335,1238150.0,0.0,52782.0,0.81,2.02,4.04,8.08,20.19
2024-12-19,NVNI,146.74,26.5335,1238150.0,0.0,52782.0,0.81,2.02,4.04,8.08,20.19
2024-12-19,NVNI,63.98,26.5335,1238150.0,0.0,52782.0,0.81,2.02,4.04,8.08,20.19
2024-12-19,NVNI,73.69,26.5335,1238150.0,0.0,52782.0,0.81,2.02,4.04,8.08,20.19
2024-12-20,ZEO,22.2,1.9896,1039724.0,6580.0,440474.0,0.96,2.4,4.81,9.62,24.04
2024-12-23,DRCT,635.06,288.0281,7113684.0,0.0,29865.0,0.14,0.35,0.7,1.41,3.51
2024-12-23,DRCT,596.63,288.0281,7113684.0,0.0,29865.0,0.14,0.35,0.7,1.41,3.51
2024-12-23,DRCT,568.05,288.0281,7113684.0,0.0,29865.0,0.14,0.35,0.7,1.41,3.51
2024-12-23,DRCT,386.99,288.0281,7113684.0,0.0,29865.0,0.14,0.35,0.7,1.41,3.51
2024-12-23,DRCT,513.04,288.0281,7113684.0,0.0,29865.0,0.14,0.35,0.7,1.41,3.51
2024-12-23,DRCT,382.48,288.0281,7113684.0,0.0,29865.0,0.14,0.35,0.7,1.41,3.51
2024-12-23,DRCT,269.56,288.0281,7113684.0,0.0,29865.0,0.14,0.35,0.7,1.41,3.51
2024-12-23,DRCT,223.65,288.0281,7113684.0,0.0,29865.0,0.14,0.35,0.7,1.41,3.51
2024-12-27,INTZ,44.49,2.1347,18146146.0,175893.0,8330050.0,0.06,0.14,0.28,0.55,1.38
2024-12-30,WATT,35.25,74.214,49516847.0,2366207.0,754531.0,0.02,0.05,0.1,0.2,0.5
2024-12-30,WATT,44.79,74.214,49516847.0,2366207.0,754531.0,0.02,0.05,0.1,0.2,0.5
2024-12-31,IZTC,-11.09,15.9401,14179.0,0.0,965.0,70.53,176.32,352.64,705.27,1763.18
2025-01-06,MSS,26.71,1.737,1130289.0,30853.0,658115.0,0.88,2.21,4.42,8.85,22.12
2025-01-06,BOXL,82.17,46.686,12039805.0,161152.0,239342.0,0.08,0.21,0.42,0.83,2.08
2025-01-28,SLXN,3.32,19.0024,7341587.0,69118.0,381013.0,0.14,0.34,0.68,1.36,3.41
2025-01-29,XFOR,40.34,20.7201,12939531.0,217888.0,598715.0,0.08,0.19,0.39,0.77,1.93
2025-01-31,DXF,-39.89,28.1454,1679358.0,13456.0,64877.0,0.6,1.49,2.98,5.95,14.89
2025-01-31,DXF,21.71,28.1454,1679358.0,13456.0,64877.0,0.6,1.49,2.98,5.95,14.89
2025-02-06,BOWN,-24.57,3.4415,29103.0,0.0,7947.0,34.36,85.9,171.8,343.6,859.01
2025-02-14,INLF,56.33,259.6692,19914752.0,633431.0,71739.0,0.05,0.13,0.25,0.5,1.26
2025-02-14,INLF,41.22,259.6692,19914752.0,633431.0,71739.0,0.05,0.13,0.25,0.5,1.26
2025-02-24,MSW,-1.52,5.0473,63215.0,10153.0,12766.0,15.82,39.55,79.09,158.19,395.47
2025-02-24,RHLDV,-45.1,32.5484,161251.0,6526.0,5390.0,6.2,15.5,31.01,62.02,155.04
2025-03-11,QMMM,-4.8,1.4065,146872.0,706.0,102117.0,6.81,17.02,34.04,68.09,170.22
2025-03-20,IBO,24.78,2.1945,6212876.0,558055.0,3097623.0,0.16,0.4,0.8,1.61,4.02
2025-03-20,IBO,39.97,2.1945,6212876.0,558055.0,3097623.0,0.16,0.4,0.8,1.61,4.02
2025-03-20,IBO,-4.65,2.1945,6212876.0,558055.0,3097623.0,0.16,0.4,0.8,1.61,4.02
2025-03-20,ULY,12.52,4.7381,348532.0,5608.0,71426.0,2.87,7.17,14.35,28.69,71.73
2025-03-24,IMTE,51.85,1.8155,12627169.0,146531.0,6897047.0,0.08,0.2,0.4,0.79,1.98
2025-03-24,IMTE,41.13,1.8155,12627169.0,146531.0,6897047.0,0.08,0.2,0.4,0.79,1.98
2025-03-26,IBO,-33.0,2.2942,153894.0,5577.0,67444.0,6.5,16.24,32.49,64.98,162.45
2025-03-31,ICCT,76.05,1.8753,36942850.0,953277.0,20004633.0,0.03,0.07,0.14,0.27,0.68
2025-03-31,ICCT,66.62,1.8753,36942850.0,953277.0,20004633.0,0.03,0.07,0.14,0.27,0.68
2025-03-31,ICCT,54.25,1.8753,36942850.0,953277.0,20004633.0,0.03,0.07,0.14,0.27,0.68
2025-03-31,NMAX,58.49,82.0444,28323207.0,0.0,392060.0,0.04,0.09,0.18,0.35,0.88
2025-04-01,BIAF,42.82,35.0123,8502470.0,180664.0,253667.0,0.12,0.29,0.59,1.18,2.94
2025-04-01,RSLS,82.84,174.5625,10457511.0,327683.0,62544.0,0.1,0.24,0.48,0.96,2.39
2025-04-01,RSLS,63.71,174.5625,10457511.0,327683.0,62544.0,0.1,0.24,0.48,0.96,2.39
2025-04-01,RSLS,26.82,174.5625,10457511.0,327683.0,62544.0,0.1,0.24,0.48,0.96,2.39
2025-04-01,WXM,15.61,5.0076,5503255.0,172157.0,886457.0,0.18,0.45,0.91,1.82,4.54
2025-04-02,VVPR,-7.07,3.8104,540375.0,7046.0,143393.0,1.85,4.63,9.25,18.51,46.26
2025-04-04,AREB,112.31,779247.0,44055505.0,2779923.0,68.0,0.02,0.06,0.11,0.23,0.57
2025-04-04,AREB,74.87,779247.0,44055505.0,2779923.0,68.0,0.02,0.06,0.11,0.23,0.57
2025-04-04,AREB,93.26,779247.0,44055505.0,2779923.0,68.0,0.02,0.06,0.11,0.23,0.57
2025-04-07,JNVR,114.91,41.8798,72254538.0,889319.0,1628707.0,0.01,0.03,0.07,0.14,0.35
2025-04-08,FMTO,123.49,1695.75,816973.0,0.0,481.0,1.22,3.06,6.12,12.24,30.6
2025-04-14,BULL,73.64,67.1317,82935504.0,949012.0,1250188.0,0.01,0.03,0.06,0.12,0.3
2025-04-14,BULL,45.89,67.1317,82935504.0,949012.0,1250188.0,0.01,0.03,0.06,0.12,0.3
2025-04-16,IOTR,-64.23,18.1545,1136551.0,116852.0,65496.0,0.88,2.2,4.4,8.8,22.0
2025-04-16,IOTR,-63.94,18.1545,1136551.0,116852.0,65496.0,0.88,2.2,4.4,8.8,22.0
2025-04-17,FATN,24.6,11.8902,2839335.0,123061.0,234907.0,0.35,0.88,1.76,3.52,8.8
2025-04-21,APVO,-48.14,228.9263,477426.0,15722.0,2064.0,2.09,5.24,10.47,20.95,52.36
2025-04-24,TMDE,-75.27,1.4963,4897558.0,23184.0,2869401.0,0.2,0.51,1.02,2.04,5.1
2025-04-24,TMDE,-75.29,1.4963,4897558.0,23184.0,2869401.0,0.2,0.51,1.02,2.04,5.1
2025-04-24,TMDE,-75.31,1.4963,4897558.0,23184.0,2869401.0,0.2,0.51,1.02,2.04,5.1
2025-04-25,JAGX,14.49,9.6757,1112417.0,5481.0,115067.0,0.9,2.25,4.49,8.99,22.47
2025-05-01,CDTG,-72.5,0.6882,1056975.0,53433.0,1417655.0,0.95,2.37,4.73,9.46,23.65
2025-05-05,NTCL,-14.15,12.778,7018463.0,0.0,502291.0,0.14,0.36,0.71,1.42,3.56
2025-05-05,NTCL,-14.09,12.778,7018463.0,0.0,502291.0,0.14,0.36,0.71,1.42,3.56
2025-05-05,NTCL,-14.7,12.778,7018463.0,0.0,502291.0,0.14,0.36,0.71,1.42,3.56
2025-05-05,NTCL,-14.15,12.778,7018463.0,0.0,502291.0,0.14,0.36,0.71,1.42,3.56
2025-05-07,ASST,33.21,61.047,65710774.0,3321033.0,1107083.0,0.02,0.04,0.08,0.15,0.38
2025-05-07,ASST,40.61,61.047,65710774.0,3321033.0,1107083.0,0.02,0.04,0.08,0.15,0.38
2025-05-09,NXTT,466.04,402.99,24507127.0,662481.0,54231.0,0.04,0.1,0.2,0.41,1.02
2025-05-09,NXTT,438.96,402.99,24507127.0,662481.0,54231.0,0.04,0.1,0.2,0.41,1.02
2025-05-09,GIBO,33.37,1085.28,197946.0,0.0,216.0,5.05,12.63,25.26,50.52,126.3
2025-05-09,NXTT,134.77,402.99,24507127.0,662481.0,54231.0,0.04,0.1,0.2,0.41,1.02
2025-05-12,INHD,-86.19,52.9074,4363794.0,0.0,63771.0,0.23,0.57,1.15,2.29,5.73
2025-05-12,INHD,-82.14,52.9074,4363794.0,0.0,63771.0,0.23,0.57,1.15,2.29,5.73
2025-05-13,EPSM,-14.12,12.2693,456232.0,7773.0,36703.0,2.19,5.48,10.96,21.92,54.8
2025-05-19,PTIX,15.41,11.541,29288380.0,520460.0,2511142.0,0.03,0.09,0.17,0.34,0.85
2025-06-03,MCTR,273.91,32.2791,63251149.0,0.0,2125237.0,0.02,0.04,0.08,0.16,0.4
2025-06-03,MCTR,274.34,32.2791,63251149.0,0.0,2125237.0,0.02,0.04,0.08,0.16,0.4
2025-06-03,MCTR,270.03,32.2791,63251149.0,0.0,2125237.0,0.02,0.04,0.08,0.16,0.4
2025-06-04,MCTR,-63.76,14.6632,8180354.0,280206.0,551793.0,0.12,0.31,0.61,1.22,3.06
2025-06-04,MULN,8.58,17.1869,38750911.0,2004244.0,2027013.0,0.03,0.06,0.13,0.26,0.65
2025-06-06,DIST,-7.89,13.3366,7489.0,0.0,550.0,133.54,333.84,667.68,1335.35,3338.38
2025-06-11,DIST,56.1,18.6532,690623.0,0.0,37560.0,1.45,3.62,7.24,14.48,36.2
2025-06-11,JEM,44.15,121.695,669758.0,13074.0,5537.0,1.49,3.73,7.47,14.93,37.33
2025-06-11,KZIA,-5.95,9.6508,4750860.0,172525.0,491694.0,0.21,0.53,1.05,2.1,5.26
2025-06-12,DIST,74.46,27.93,534391.0,0.0,18958.0,1.87,4.68,9.36,18.71,46.78
2025-06-12,DIST,79.51,27.93,534391.0,0.0,18958.0,1.87,4.68,9.36,18.71,46.78
2025-06-12,LIMN,5.85,20.3191,8313996.0,141855.0,396417.0,0.12,0.3,0.6,1.2,3.01
2025-06-13,OP,75.71,1.7855,19282807.0,627764.0,11488264.0,0.05,0.13,0.26,0.52,1.3
2025-06-17,RBNE,7.82,59.6505,10927114.0,606162.0,174074.0,0.09,0.23,0.46,0.92,2.29
2025-06-25,LIMN,-13.11,25.0722,220623.0,33044.0,8963.0,4.53,11.33,22.66,45.33,113.32
2025-06-27,CTOR,-0.86,4.4439,713313.0,49484.0,163818.0,1.4,3.5,7.01,14.02,35.05
2025-06-27,WFF,-59.2,16.2593,8087414.0,0.0,416676.0,0.12,0.31,0.62,1.24,3.09
2025-06-27,BGL,-25.58,62.8426,74472.0,0.0,1193.0,13.43,33.57,67.14,134.28,335.69
2025-06-27,WFF,-65.05,16.2593,8087414.0,0.0,416676.0,0.12,0.31,0.62,1.24,3.09
2025-06-27,WFF,-74.34,16.2593,8087414.0,0.0,416676.0,0.12,0.31,0.62,1.24,3.09
2025-07-02,BGL,1.88,129.0267,258016.0,0.0,2073.0,3.88,9.69,19.38,38.76,96.89
2025-07-08,PROK,67.83,3.7107,41507477.0,608175.0,9859580.0,0.02,0.06,0.12,0.24,0.6
2025-07-08,PROK,98.51,3.7107,41507477.0,608175.0,9859580.0,0.02,0.06,0.12,0.24,0.6
2025-07-08,PROK,146.15,3.7107,41507477.0,608175.0,9859580.0,0.02,0.06,0.12,0.24,0.6
2025-07-09,CLDI,-23.94,8.4353,5253825.0,188953.0,600724.0,0.19,0.48,0.95,1.9,4.76
2025-07-10,MB,15.11,11.3715,79330.0,19113.0,7133.0,12.61,31.51,63.03,126.06,315.14
2025-07-10,CIGL,-80.38,5.6459,3764698.0,659670.0,886367.0,0.27,0.66,1.33,2.66,6.64
2025-07-11,SDM,9.67,15.8603,254874.0,11998.0,15197.0,3.92,9.81,19.62,39.24,98.09
2025-07-11,EDHL,-6.86,83.4197,4880455.0,230880.0,56488.0,0.2,0.51,1.02,2.05,5.12
2025-07-14,SQFT,-6.05,13.4545,7999640.0,408744.0,591243.0,0.13,0.31,0.63,1.25,3.13
2025-07-14,TROO,44.33,1.7406,10153653.0,382306.0,6021397.0,0.1,0.25,0.49,0.98,2.46
2025-07-14,TROO,43.14,1.7406,10153653.0,382306.0,6021397.0,0.1,0.25,0.49,0.98,2.46
2025-07-14,TROO,32.15,1.7406,10153653.0,382306.0,6021397.0,0.1,0.25,0.49,0.98,2.46
2025-07-14,TROO,10.32,1.7406,10153653.0,382306.0,6021397.0,0.1,0.25,0.49,0.98,2.46
2025-07-15,PCLA,-76.96,23.3415,1886555.0,0.0,99052.0,0.53,1.33,2.65,5.3,13.25
2025-07-21,OPAD,30.18,3.212,4061133.0,70812.0,1253660.0,0.25,0.62,1.23,2.46,6.16
2025-07-21,MFH,-63.74,2.0244,2866904.0,35597.0,1459530.0,0.35,0.87,1.74,3.49,8.72
2025-07-22,PAPL,-10.91,3.6708,72043.0,2236.0,20935.0,13.88,34.7,69.4,138.81,347.02
2025-07-22,PAPL,0.9,3.6708,72043.0,2236.0,20935.0,13.88,34.7,69.4,138.81,347.02
2025-07-24,TLIH,-75.37,1.6459,922745.0,86815.0,539401.0,1.08,2.71,5.42,10.84,27.09
2025-07-24,LHAI,-51.46,5.3666,5491759.0,0.0,1182023.0,0.18,0.46,0.91,1.82,4.55
2025-07-28,CREV,-1.16,5.4513,1231392.0,1503.0,224068.0,0.81,2.03,4.06,8.12,20.3
2025-07-28,PFSA,137.95,142.4056,19433658.0,1327948.0,148216.0,0.05,0.13,0.26,0.51,1.29
2025-07-29,PTHL,-94.75,1.6559,2925418.0,104843.0,1814757.0,0.34,0.85,1.71,3.42,8.55
2025-07-29,PTHL,-94.72,1.6559,2925418.0,104843.0,1814757.0,0.34,0.85,1.71,3.42,8.55
2025-08-15,IROH,-10.73,7.1321,5603.0,0.0,761.0,178.46,446.15,892.31,1784.61,4461.54
2025-08-25,HTCR,39.13,24.738,1385181.0,16026.0,53420.0,0.72,1.8,3.61,7.22,18.05
2025-08-28,SOGP,108.78,13.156,81018221.0,3170025.0,6133324.0,0.01,0.03,0.06,0.12,0.31
2025-08-28,SOGP,86.34,13.156,81018221.0,3170025.0,6133324.0,0.01,0.03,0.06,0.12,0.31
2025-08-28,SOGP,114.6,13.156,81018221.0,3170025.0,6133324.0,0.01,0.03,0.06,0.12,0.31
2025-08-28,SOGP,97.44,13.156,81018221.0,3170025.0,6133324.0,0.01,0.03,0.06,0.12,0.31
2025-09-08,GLXG,0.76,4.0,4990.0,0.0,1218.0,200.4,501.01,1002.02,2004.03,5010.09
2025-09-08,KRKR,27.29,10.0548,1544913.0,0.0,164287.0,0.65,1.62,3.24,6.47,16.18
2025-09-08,CIGL,18.71,5.9651,9241152.0,316401.0,1395946.0,0.11,0.27,0.54,1.08,2.71
2025-09-09,QMMM,1507.31,252.3176,86083705.0,0.0,338030.0,0.01,0.03,0.06,0.12,0.29
2025-09-09,ISPC,13.86,2.2543,12526364.0,462149.0,5299237.0,0.08,0.2,0.4,0.8,2.0
2025-09-09,QMMM,1244.02,252.3176,86083705.0,0.0,338030.0,0.01,0.03,0.06,0.12,0.29
2025-09-09,ISPC,-14.06,2.2543,12526364.0,462149.0,5299237.0,0.08,0.2,0.4,0.8,2.0
2025-09-09,ENGS,30.28,5.8853,171331.0,0.0,29869.0,5.84,14.59,29.18,58.37,145.92
2025-09-09,ISPC,79.44,2.2543,12526364.0,462149.0,5299237.0,0.08,0.2,0.4,0.8,2.0
2025-09-09,QMMM,1308.88,252.3176,86083705.0,0.0,338030.0,0.01,0.03,0.06,0.12,0.29
2025-09-09,QMMM,1044.84,252.3176,86083705.0,0.0,338030.0,0.01,0.03,0.06,0.12,0.29
2025-09-09,QMMM,1236.15,252.3176,86083705.0,0.0,338030.0,0.01,0.03,0.06,0.12,0.29
2025-09-09,QMMM,1389.98,252.3176,86083705.0,0.0,338030.0,0.01,0.03,0.06,0.12,0.29
2025-09-09,ISPC,30.41,2.2543,12526364.0,462149.0,5299237.0,0.08,0.2,0.4,0.8,2.0
2025-09-10,KIDZ,29.55,108.7275,25018061.0,525624.0,206124.0,0.04,0.1,0.2,0.4,1.0
2025-09-11,ZGM,-27.51,3.0524,393721.0,0.0,136084.0,2.54,6.35,12.7,25.4,63.5
2025-09-11,ZGM,-26.19,3.0524,393721.0,0.0,136084.0,2.54,6.35,12.7,25.4,63.5
2025-09-11,ZGM,-26.73,3.0524,393721.0,0.0,136084.0,2.54,6.35,12.7,25.4,63.5
2025-09-18,FBYD,2.81,14.384,165814.0,1707.0,11678.0,6.03,15.08,30.15,60.31,150.77
2025-09-18,BREA,16.8,25.6245,23935369.0,363585.0,886471.0,0.04,0.1,0.21,0.42,1.04
2025-09-19,PLTS,31.31,7.2319,4058311.0,7340.0,608682.0,0.25,0.62,1.23,2.46,6.16
2025-09-22,LNZA,27.08,23.2817,775934.0,2357.0,29400.0,1.29,3.22,6.44,12.89,32.22
2025-09-29,WOLF,-3.88,18.354,25510939.0,12141090.0,1562223.0,0.04,0.1,0.2,0.39,0.98
2025-09-30,CHOW,16.66,6.4139,332964.0,2881.0,49806.0,3.0,7.51,15.02,30.03,75.08
2025-10-06,SPRB,291.32,152.1387,39842889.0,0.0,301550.0,0.03,0.06,0.13,0.25,0.63
2025-10-06,SPRB,342.25,152.1387,39842889.0,0.0,301550.0,0.03,0.06,0.13,0.25,0.63
2025-10-07,NITO,4.25,4.6101,789525.0,15420.0,167835.0,1.27,3.17,6.33,12.67,31.66
2025-10-07,NITO,-0.21,4.6101,789525.0,15420.0,167835.0,1.27,3.17,6.33,12.67,31.66
2025-10-07,NITO,2.33,4.6101,789525.0,15420.0,167835.0,1.27,3.17,6.33,12.67,31.66
2025-10-07,AGRZ,21.69,4.1696,321116.0,13483.0,76510.0,3.11,7.79,15.57,31.14,77.85
2025-10-07,BQ,-62.43,11.8703,516057.0,16835.0,44124.0,1.94,4.84,9.69,19.38,48.44
2025-10-09,BRLS,-14.65,3.2607,4697.0,0.0,1441.0,212.91,532.28,1064.56,2129.13,5322.82
2025-10-13,XCH,50.45,1.7257,4253104.0,82907.0,2505650.0,0.24,0.59,1.18,2.35,5.88
2025-10-13,STI,93.23,21.1676,54733102.0,1736486.0,2457646.0,0.02,0.05,0.09,0.18,0.46
2025-10-13,STI,65.71,21.1676,54733102.0,1736486.0,2457646.0,0.02,0.05,0.09,0.18,0.46
2025-10-17,RANI,-4.76,1.6559,29233751.0,1102982.0,16586790.0,0.03,0.09,0.17,0.34,0.86
2025-10-24,JL,-4.07,6.394,7436.0,0.0,1157.0,134.47,336.18,672.36,1344.72,3361.81
2025-10-29,CMBM,71.23,2.9426,45791231.0,0.0,13234805.0,0.02,0.05,0.11,0.22,0.55
2025-10-29,CMBM,53.7,2.9426,45791231.0,0.0,13234805.0,0.02,0.05,0.11,0.22,0.55
2025-10-29,CMBM,55.74,2.9426,45791231.0,0.0,13234805.0,0.02,0.05,0.11,0.22,0.55
2025-10-29,CMBM,72.23,2.9426,45791231.0,0.0,13234805.0,0.02,0.05,0.11,0.22,0.55
2025-10-29,CMBM,44.0,2.9426,45791231.0,0.0,13234805.0,0.02,0.05,0.11,0.22,0.55
2025-10-29,CMBM,56.28,2.9426,45791231.0,0.0,13234805.0,0.02,0.05,0.11,0.22,0.55
2025-10-29,CMBM,53.3,2.9426,45791231.0,0.0,13234805.0,0.02,0.05,0.11,0.22,0.55
2025-10-30,BQ,102.21,17.6907,5825501.0,269970.0,271828.0,0.17,0.43,0.86,1.72,4.29
2025-10-30,BQ,102.33,17.6907,5825501.0,269970.0,271828.0,0.17,0.43,0.86,1.72,4.29
2025-10-31,APLM,7.93,14.6433,46515.0,0.0,3173.0,21.5,53.75,107.49,214.99,537.47
2025-11-12,LPTX,107.24,2.1865,83573995.0,3332706.0,36722535.0,0.01,0.03,0.06,0.12,0.3
2025-11-19,WSHP,315.77,203.49,627032.0,20604.0,3175.0,1.59,3.99,7.97,15.95,39.87
2025-11-20,SGBX,-49.36,3.9701,7393469.0,514273.0,1954394.0,0.14,0.34,0.68,1.35,3.38
2025-11-20,SGBX,-48.09,3.9701,7393469.0,514273.0,1954394.0,0.14,0.34,0.68,1.35,3.38
2025-11-24,CJET,-53.05,1.2883,728589.0,12494.0,572794.0,1.37,3.43,6.86,13.73,34.31
2025-11-24,INHD,-55.83,11.7186,16076342.0,284363.0,1251120.0,0.06,0.16,0.31,0.62,1.56
2025-11-26,SMX,64.36,75.2513,20370304.0,2921104.0,324606.0,0.05,0.12,0.25,0.49,1.23
2025-11-26,SMX,54.74,75.2513,20370304.0,2921104.0,324606.0,0.05,0.12,0.25,0.49,1.23
2025-11-26,SMX,99.15,75.2513,20370304.0,2921104.0,324606.0,0.05,0.12,0.25,0.49,1.23
2025-12-01,FLYE,86.06,12.9775,8217054.0,0.0,662787.0,0.12,0.3,0.61,1.22,3.04
2025-12-01,FLYE,134.78,12.9775,8217054.0,0.0,662787.0,0.12,0.3,0.61,1.22,3.04
2025-12-01,FLYE,25.13,12.9775,8217054.0,0.0,662787.0,0.12,0.3,0.61,1.22,3.04
2025-12-05,TGL,201.76,26.0814,42182652.0,597892.0,1629224.0,0.02,0.06,0.12,0.24,0.59
2025-12-09,AFJK,524.67,80.7974,15155700.0,777434.0,176965.0,0.07,0.16,0.33,0.66,1.65
2025-12-09,AFJK,402.47,80.7974,15155700.0,777434.0,176965.0,0.07,0.16,0.33,0.66,1.65
2025-12-09,AFJK,334.57,80.7974,15155700.0,777434.0,176965.0,0.07,0.16,0.33,0.66,1.65
2025-12-10,BBGI,117.54,18.5834,43253221.0,1434833.0,2142459.0,0.02,0.06,0.12,0.23,0.58
2025-12-10,BBGI,92.41,18.5834,43253221.0,1434833.0,2142459.0,0.02,0.06,0.12,0.23,0.58
2025-12-10,CHOW,-83.98,1.9352,2177929.0,260284.0,1100840.0,0.46,1.15,2.3,4.59,11.48
2025-12-10,CHOW,-83.95,1.9352,2177929.0,260284.0,1100840.0,0.46,1.15,2.3,4.59,11.48
2025-12-10,BBGI,60.79,18.5834,43253221.0,1434833.0,2142459.0,0.02,0.06,0.12,0.23,0.58
2025-12-16,MGRT,4.82,5.4464,28342.0,0.0,5007.0,35.28,88.21,176.42,352.84,882.09
2025-12-17,PCSA,-23.55,6.0848,9036467.0,569687.0,1548637.0,0.11,0.28,0.55,1.11,2.77
2025-12-17,PCSA,-11.61,6.0848,9036467.0,569687.0,1548637.0,0.11,0.28,0.55,1.11,2.77
2025-12-18,MGRT,-13.44,8.2294,391655.0,4727.0,49826.0,2.55,6.38,12.77,25.53,63.83
2025-12-22,FJET,185.67,28.9973,132673417.0,9563846.0,5088399.0,0.01,0.02,0.04,0.08,0.19
2025-12-22,FJET,153.9,28.9973,132673417.0,9563846.0,5088399.0,0.01,0.02,0.04,0.08,0.19
2025-12-26,ASPC,-14.45,26.1944,6055694.0,42221.0,227879.0,0.17,0.41,0.83,1.65,4.13
2025-12-26,ASPC,-8.45,26.1944,6055694.0,42221.0,227879.0,0.17,0.41,0.83,1.65,4.13
2025-12-26,ASPC,4.26,26.1944,6055694.0,42221.0,227879.0,0.17,0.41,0.83,1.65,4.13
2026-01-08,ERAS,20.72,6.1148,27997911.0,3522841.0,4674223.0,0.04,0.09,0.18,0.36,0.89
2026-01-12,EVTV,51.56,2.2544,86413752.0,6192258.0,39434357.0,0.01,0.03,0.06,0.12,0.29
2026-01-15,MLEC,106.93,7.8404,5192416.0,52838.0,637559.0,0.19,0.48,0.96,1.93,4.81
2026-01-20,SEGG,32.99,1.7918,20178688.0,600317.0,9774966.0,0.05,0.12,0.25,0.5,1.24
